,UUID4,ToposText_ID,Place_Name,Reference,Lat,Long,Book,Chapter,Paragraph,Text
7582,e2057d53-edf6-40da-98b8-49b26c6def64,https://topostext.org/place/300740RInd,India,urn:cts:latinLit:phi0978.phi001:32.3.1,30.0,74.0,32,3,1.0,"No less wonderful things are related of the sea-hare. To some it is poison if given in drink or food, to others if merely seen, since pregnant women, if they have but looked at one, the female, that is, of the species, at once feel nausea, show by regurgitation signs of a disordered stomach, and then miscarry. The remedy is a male specimen, specially hardened for this purpose with salt, to be worn in a bracelet. In the sea, however, it does not hurt, even by touch. There feeds on it without being killed one creature only, red mullet, which merely becomes flabby, more insipid, and coarser. Struck by it a human being smells of fish; this is the first symptom by which such poisoning is detected. Furthermore, the victims die in the same number of days as the hare has lived, and Licinius Macer is authority for saying that this poison has variable periods for its action. They say that in India a the sea-hare is never caught alive; and that inversely man is there poisonous to the hare that even a mere touch of a human finger in the sea is fatal to it; but that like all other animals the Indian variety is far larger. "
7635,35277614-cdec-4a45-8f12-cc92c2496ef1,https://topostext.org/place/300740RInd,India,urn:cts:latinLit:phi0978.phi001:32.53.1,30.0,74.0,32,53,1.0,"Now that I have completed my account of the natural qualities of aquatic plants and animals, it seems to me not foreign to my purpose to point out that, throughout all the seas which are so numerous and spacious and come flooding into the landmass over so many miles and surround it outside to an extent which might be thought of as almost equal to that of the world itself — there are one hundred and forty-four species in all; and that they can be included each under its own name, a thing which, in the case of creatures of the land and those which fly, cannot be done. For in fact we do not know all the wild animals and flying creatures of India and Ethiopia and Syria; while even of mankind itself the varieties which we have been able to discover are the greatest in number by far. Add to this Ceylon and various other islands of the ocean about which fabulous tales are told. Surely it will be agreed that not all the species can be brought under one general view for our consideration. On the other hand, upon my solemn word, in the sea, vast though it is, and in the ocean, the number of animals produced is known; and — we may well wonder at this — we are better acquainted with the things which nature has sunk down in the deep. "
7638,aefe1bac-0899-434c-909e-294ce77f4dc0,https://topostext.org/place/073805ITap,Ceylon,urn:cts:latinLit:phi0978.phi001:32.53.1,7.3,80.5,32,53,1.0,"Now that I have completed my account of the natural qualities of aquatic plants and animals, it seems to me not foreign to my purpose to point out that, throughout all the seas which are so numerous and spacious and come flooding into the landmass over so many miles and surround it outside to an extent which might be thought of as almost equal to that of the world itself — there are one hundred and forty-four species in all; and that they can be included each under its own name, a thing which, in the case of creatures of the land and those which fly, cannot be done. For in fact we do not know all the wild animals and flying creatures of India and Ethiopia and Syria; while even of mankind itself the varieties which we have been able to discover are the greatest in number by far. Add to this Ceylon and various other islands of the ocean about which fabulous tales are told. Surely it will be agreed that not all the species can be brought under one general view for our consideration. On the other hand, upon my solemn word, in the sea, vast though it is, and in the ocean, the number of animals produced is known; and — we may well wonder at this — we are better acquainted with the things which nature has sunk down in the deep. "
7654,8396e43b-d33d-4951-8a47-59583bd41e1e,https://topostext.org/place/300740RInd,India,urn:cts:latinLit:phi0978.phi001:33.2.1,30.0,74.0,33,2,1.0,"Gold is dug out of the earth and in proximity to it gold-solder, which still retains in Greek a name derived from gold, so as to make it appear more precious. It was not enough to have discovered one bane to plague life, without setting value even on the corrupt humours of gold! Avarice was seeking for silver, but counted it a gain to have discovered cinnabar by the way, and devised a use to make of red earth. Alas for the prodigality of our inventiveness! In how many ways have we raised the prices of objects! The art of painting has come in addition, and we have made gold and silver dearer by means of engraving! Man has learnt to challenge nature in competition! The enticements of the vices have augmented even art: it has pleased us to engrave scenes of licence upon our goblets, and to drink through the midst of obscenities. Afterwards these were flung aside and began to be held of no account, when there was an excess of gold and silver. Out of the same earth we dug supplies of fluorspar and crystal, things which their mere fragility rendered costly. It came to be deemed the proof of wealth, the true glory of luxury, to possess something that might be absolutely destroyed in a moment. Nor was this enough: we drink out of a crowd of precious stones, and set our cups with emeralds, we take delight in holding India for the purpose of tippling, and gold is now a mere accessory. "
7700,fc596f74-2754-4052-9a08-cef1f1500fc8,https://topostext.org/place/38898WGan,Ganges,urn:cts:latinLit:phi0978.phi001:33.21.1,23.7818,89.8009,33,21,1.0,"Gold in our part of the world — not to speak of the Indian gold obtained from ants or the gold dug up by griffins in Scythia obtained in three ways: in the detritus of rivers, for instance in the Tagus in Spain, the Padus in Italy, the Hebrus in Thrace, the Pactolus in Asia Minor and the Ganges in India; and there is no gold that is in a more perfect state, as it is thoroughly polished by the mere friction of the current. Another method is by sinking shafts; or it is sought for in the fallen debris of mountains. Each of these methods must be described. "
7701,c04faa31-6f28-4ed8-a27f-bdada49f55de,https://topostext.org/place/300740RInd,India,urn:cts:latinLit:phi0978.phi001:33.21.1,30.0,74.0,33,21,1.0,"Gold in our part of the world — not to speak of the Indian gold obtained from ants or the gold dug up by griffins in Scythia obtained in three ways: in the detritus of rivers, for instance in the Tagus in Spain, the Padus in Italy, the Hebrus in Thrace, the Pactolus in Asia Minor and the Ganges in India; and there is no gold that is in a more perfect state, as it is thoroughly polished by the mere friction of the current. Another method is by sinking shafts; or it is sought for in the fallen debris of mountains. Each of these methods must be described. "
7952,96f47a6c-f353-42bc-986e-f67485f7a13f,https://topostext.org/place/300740RInd,India,urn:cts:latinLit:phi0978.phi001:34.48.3,30.0,74.0,34,48,3.0,"It is a test of white lead when melted and poured on papyrus to seem to have burst the paper by its weight and not by its heat. India possesses neither copper nor lead, and procures them in exchange for her precious stones and pearls. "
8023,a523b594-ceaf-4c45-98b1-157cc80201d0,https://topostext.org/place/300740RInd,India,urn:cts:latinLit:phi0978.phi001:35.25.1,30.0,74.0,35,25,1.0,"Black pigment will also be classed among the artificial colours, although it is also derived from earth in two ways; it either exudes from the earth like the brine in salt pits, or actual earth of a sulphur colour is approved for the purpose. Painters have been known to dig up charred remains from graves thus violated to supply it. All these plans are troublesome and new-fangled; for black paint can he made in a variety of ways from the soot produced by burning resin or pitch, owing to which factories have actually been built with no exit for the smoke produced by this process. The most esteemed black paint is obtained in the same way from the wood of the pitch-pine. It is adulterated by mixing it with the soot of furnaces and baths, which is used as a material for writing. Some people calcine dried wine-lees, and declare that if the lees from a good wine are used this ink has the appearance of Indian ink. The very celebrated painters Polygnotus and Micon at Athens made black paint from the skins of grapes, and called it grape-lees ink. Apelles invented the method of making black from burnt ivory; the Greek name for this is elephantinon. There is also an Indian black, imported from India, the composition of which I have not yet discovered. A black is also produced with dyes from the black florescence which adheres to bronze pans. One is also made by burning logs of pitch-pine and pounding the charcoal in a mortar. The cuttlefish has, a remarkable property in forming a black secretion, but no colour is made from this. The preparation of all black is completed by exposure to the sun, black for writing ink receiving an admixture of gum and black for painting walls an admixture of glue. Black pigment that has been dissolved in vinegar is difficult to wash out. "
8028,d9c30c3d-2818-48bc-82a3-947bd5e5c3fe,https://topostext.org/place/300740RInd,India,urn:cts:latinLit:phi0978.phi001:35.27.1,30.0,74.0,35,27,1.0,"Of next greatest importance after this is indigo, a product of India, being a slime that adheres to the scum upon reeds. When it is sifted out it is black, but in dilution it yields a marvellous mixture of purple and blue. There is another kind of it that floats on the surface of the pans in the purple dye-shops, and this is the 'scum of purple.' People who adulterate it stain pigeons' droppings with genuine indigo, or else colour earth of Selinus or ring-earth with woad. It can be tested by means of a live coal, as if genuine it gives off a brilliant purple flame and a smell of the sea while it smokes; on this account some people think that it is collected from rocks on the coast. The price of indigo is 20 denarii per pound. Used medicinally it allays cramps and fits and dries up sores. "
8031,552bc4d5-bae0-41c6-990b-4c6b1a1740a5,https://topostext.org/place/300740RInd,India,urn:cts:latinLit:phi0978.phi001:35.32.1,30.0,74.0,35,32,1.0,"Four colours only were used by the illustrious painters Apelles, Aetion, Melanthius and Nicomachus to execute their immortal works — of whites, Melinum; of yellow ochres, Attic; of reds, Pontic Sinopis; of blacks, atramentum — although their pictures each sold for the wealth of a whole town. Nowadays when purple finds its way even on to party-walls and when India contributes the mud of her rivers and the gore of her snakes and elephants, there is no such thing as high-class painting. Everything in fact was superior in the days when resources were scantier. The reason for this is that, as we said before, it is values of material and not of genius that people are now on the lookout for. "
8356,4e614ef9-3e01-406a-8632-b24c5dcaba19,https://topostext.org/place/300740RInd,India,urn:cts:latinLit:phi0978.phi001:36.9.1,30.0,74.0,36,9,1.0,"But whoever first discovered how to cut marble and carve up luxury into many portions was a man of misplaced ingenuity. The cutting of the marble is effected apparently by iron, but actually by sand, for the saw merely presses the sand upon a very thinly traced line, and then the passage of the instrument, owing to the rapid movement to and fro, is in itself enough to cut the stone. The Ethiopian variety of this sand is the most highly esteemed; for, to make matters worse, material for cutting marble is sought from as far afield as Ethiopia; and, moreover, men go in search of it even to India, which it was once an affront to strict morality to visit even for pearls. The Indian is the next most highly praised, but the Ethiopian is finer and cuts without leaving any roughness. The Indian does not give the stone such a smooth surface. However, people engaged in polishing marble are strongly recommended to rub marble with it when it has been calcined. There is a similar fault in the Naxian sand and in that of Coptos, which is known as the Egyptian variety. These were the kinds used for cutting marble in early times. Later there was discovered an equally valuable sand from a sandbank in the Adriatic which is uncovered only at low tide. Consequently, its position is not easy to mark. Now also fraudulent craftsmen dare to cut slabs with any kind of sand from any river, a waste which very few clients perceive. For in fact the coarser the sand, the less accurate the sections it grinds, the more marble it wears away, and owing to the rough surfaces produced, the more work it leaves for those responsible for polishing the slabs. Hence the cut slabs are made thinner. Again, for polishing marble, sand from the Thebaid is suitable, as well as powder made from limestone or pumice. "
8583,c886e9d6-96cc-4ea0-8d15-8d068f71fed4,https://topostext.org/place/300740RInd,India,urn:cts:latinLit:phi0978.phi001:36.66.1,30.0,74.0,36,66,1.0,"Next, as was to be expected, Man's inventive skill was no longer content to mix only soda with the sand. He began to introduce the magnet stone also, since there is a belief that it attracts to itself molten glass no less than iron. Similarly, lustrous stones of many kinds came to be burnt with the melt and, then again, shells and quarry sand. Authorities state that in India glass is made also of broken rock-crystal and that for this reason no glass can compare with that of India. To resume, a fire of light, dry wood is used for preparing the melt, to which are added copper and soda, preferably Egyptian soda. Glass, like copper, is smelted in a series of furnaces, and dull black lumps are formed. Molten glass is everywhere so sharp that, before there is the least sensation, it cuts to the bone any part of the body on which it splutters. After being reduced to lumps, the glass is again fused in the workshop and is tinted. Some of it is shaped by blowing, some machined on a lathe and some chased like silver. Sidon was once famous for its glassworks, since, apart from other achievements, glass mirrors were invented there. "
8584,529d2225-01d4-40c3-be73-e6b1f67692b5,https://topostext.org/place/300740RInd,India,urn:cts:latinLit:phi0978.phi001:36.66.1,30.0,74.0,36,66,1.0,"Next, as was to be expected, Man's inventive skill was no longer content to mix only soda with the sand. He began to introduce the magnet stone also, since there is a belief that it attracts to itself molten glass no less than iron. Similarly, lustrous stones of many kinds came to be burnt with the melt and, then again, shells and quarry sand. Authorities state that in India glass is made also of broken rock-crystal and that for this reason no glass can compare with that of India. To resume, a fire of light, dry wood is used for preparing the melt, to which are added copper and soda, preferably Egyptian soda. Glass, like copper, is smelted in a series of furnaces, and dull black lumps are formed. Molten glass is everywhere so sharp that, before there is the least sensation, it cuts to the bone any part of the body on which it splutters. After being reduced to lumps, the glass is again fused in the workshop and is tinted. Some of it is shaped by blowing, some machined on a lathe and some chased like silver. Sidon was once famous for its glassworks, since, apart from other achievements, glass mirrors were invented there. "
8592,a3532447-94da-44af-bfae-376fb412e6e6,https://topostext.org/place/300740RInd,India,urn:cts:latinLit:phi0978.phi001:36.67.1,30.0,74.0,36,67,1.0,"In our classification of glass we include also 'obsian' ware, so named from its resemblance to the stone found by Obsius in Ethiopia. This stone is very dark in colour and sometimes translucent, but has a cloudier appearance than glass, so that when it is used for mirrors attached to walls it reflects shadows rather than images. Gems are frequently made of it, and we have seen also the solid obsidian statues of Augustus of revered memory, for the substance can yield pieces bulky enough for this purpose. Augustus himself dedicated as a curiosity four elephants of obsidian in the temple of Concord, while the Emperor Tiberius for his part restored to the cult of the Sun-god at Heliopolis an obsidian statue of Menelaus which he found included in a legacy from one Scius who had been governor of Egypt. This statue proves that the origin of the stone, which is nowadays misrepresented because of its similarity to the glass, is of an earlier date. Xenocrates records that obsidian is found in India, in Italy within the territory of the Samnites and in Spain near the shores of the Atlantic. There is also the artificial 'obsian' glass which is used as a material for tableware, this being produced by a colouring process, as is also the case with a completely red, opaque glass called in Greek blood-red ware. There is, furthermore, opaque white glass and others that reproduce the appearance of fluorspar, blue sapphires or lapis lazuli, and, indeed, glass exists in any colour. There is no other material nowadays that is more pliable or more adaptable, even to painting. However, the most highly valued glass is colourless and transparent, as closely as possible resembling rock-crystal. But although for making drinking vessels the use of glass has indeed ousted metals such as gold and silver, it cannot bear heat unless cold fluid is first poured into it; and yet glass globes containing water become so hot when they face the sun that they can set clothes on fire. Pieces of broken glass can, when heated to a moderate temperature, be stuck together, but that is all. They can never again be completely melted except into globules separate from each other, as happens in the making of the glass pebbles that are sometimes nicknamed 'eyeballs' and in some cases have a variety of colours arranged in several different patterns. Glass, when boiled with sulphur, coalesces into the consistency of stone. "
8612,b2995557-1d44-42a4-93be-be4d6858fd60,https://topostext.org/place/300740RInd,India,urn:cts:latinLit:phi0978.phi001:37.9.1,30.0,74.0,37,9,1.0,"A cause contrary to the one mentioned is responsible for creating rock-crystal, for this is hardened by excessively intense freezing. At any rate, it is found only in places where the winter snows freeze most thoroughly; and that it is a kind of ice is certain: the Greeks have named it accordingly. Rock-crystal also comes to us from the East, for that of India is preferred to any other. It is found also in Asia Minor, where a very poor variety occurs around Alabanda and Orthosia and in the neighbouring districts, and likewise in Cyprus: in Europe excellent rock-crystal occurs in the ranges of the Alps. Juba assures us that it is to be found also on an island called Necron, or Island of the Dead, in the Red Sea facing Arabia, as well as on the neighbouring one which produces peridot: here, according to him, a piece measuring a cubit in length was dug up by Ptolemy's officer Pythagoras. Cornelius Bocchus mentions, furthermore, that rock-crystal of quite exceptional weight was found in Portugal, in the Ammacensian mountains, when wells were being sunk to water-level. The surprising remark is made by Xenocrates of Ephesus that in Asia Minor and Cyprus rock-crystal is turned up by the plough, for previously it was not thought to occur in soil, but only amidst rocks. A more plausible statement made by the same Xenocrates is that it is also often carried down by torrents. Sudines maintains that it occurs only in places that face south. What is certain is that it is not found in well-watered localities, however cold the district may be, even if it is one where the rivers freeze down to the bed. The inevitable conclusion is that rock-crystal is formed of moisture from the sky falling as pure snow. For this reason, it cannot stand heat and is rejected except as a receptacle for cold drinks. Why it is formed with hexagonal faces cannot be readily explained; and any explanation is complicated by the fact that, on the one hand, its terminal points are not symmetrical and that, on the other, its faces are so perfectly smooth that no craftsmanship could achieve the same effect. "
8621,7f1fc1a9-a4ad-42c8-83d8-bc02a9c14b6e,https://topostext.org/place/300740RInd,India,urn:cts:latinLit:phi0978.phi001:37.10.1,30.0,74.0,37,10,1.0,"The largest mass of rock-crystal ever seen by us is that which was dedicated in the Capitol by Livia, the wife of Augustus: this weighs about 150 pounds. Xenocrates, just mentioned, records that as. he saw a vessel that could hold six gallons, and some authors mention one from India with a capacity of 4 pints. What I myself can unequivocally affirm is that among the rocks of the Alps it generally forms in such inaccessible places that it has to be removed by men suspended from ropes. Experts are familiar with the signs that indicate its presence. Pieces of rock-crystal are impaired by numerous defects, for example by rough, solder-like excrescences, cloudy spots, occlusions of moisture that are sometimes hidden within it, or hard yet brittle cores, and also what are known as 'salt-specks.' Some specimens display a bright red rust, and others fibres that look like flaws. These can be concealed by the engraver. Pieces, however, that have no defects are preferably left unengraved: these are known to the Greeks as 'acenteta,' or 'lacking a core,' and their colour is that of clear water, not of foam. Finally, the weight of a piece is a part of its value. I find that among doctors there is considered to be no more effective method of cauterizing parts that need such treatment than by means of a crystal ball so placed as to intercept the sun's rays. Rock-crystal provides yet another instance of a crazy addiction, for not many years ago a respectable married woman, who was by no means rich, paid 150,000 sesterces for a single dipper. "
8646,56b9feca-7ed9-47ff-8c07-108d939b569d,https://topostext.org/place/300740RInd,India,urn:cts:latinLit:phi0978.phi001:37.11.2,30.0,74.0,37,11,2.0,"Here is an opportunity for exposing the falsehoods of the Greeks. I only ask my readers to endure these with patience since it is important for mankind just to know that not all that the Greeks have recounted deserves to be admired. The story how, when Phaethon was struck by the thunderbolt, his sisters through their grief were transformed into poplar trees, and how every year by the banks of the River Eridanus, which we call the Po, they shed tears of amber, known to the Greeks as 'electrum,' since they call the sun 'Elector' or 'the Shining One' — this story has been told by numerous poets, the first of whom, I believe, were Aeschylus, Philoxenus, Euripides, Nicander and Satyrus. Italy provides clear evidence that this story is false. More conscientious Greek writers have mentioned islands in the Adriatic named the Electrides, to which, they say, amber is carried along by the Po. It is quite certain, however, that no islands of this name ever existed there, and indeed that there are no islands so situated as to be within reach of anything carried downstream by the Po. Incidentally, Aeschylus says that the Eridanus is in Iberia — that is, in Spain — and that it is also called the Rhone, while Euripides and Apollonius, for their part, assert that the Rhone and the Po meet on the coast of the Adriatic. But such statements only make it easier to pardon their ignorance of amber when their ignorance of geography is so great. More cautious but equally misguided writers have described how on inaccessible rocks at the head of the Adriatic there stand trees which at the rising of the Dog-star shed this gum. Theophrastus states that amber is dug up in Liguria, while Chares states that Phaethon died in Ethiopia on an island the Greek name of which is the Isle of Ammon, and that here is his shrine and oracle, and here the source of amber. Philemon declares that it is a mineral which is dug up in two regions of Scythia, in one of which it is of a white, waxy colour and is called 'electrum,' while in the other it is tawny and known as 'snaliternicum.' Demonstratus calls amber 'lyncurium,' or 'lynx-urine,' and alleges that it is formed of the urine of the wild beasts known as lynxes, the males producing the kind that is tawny and fiery in colour, and the females, that which is fainter and light in colour. According to him, others call it 'langurium' and state that the beasts, which live in Italy, are 'languri.' Zenothemis calls the same beasts 'langes' and assigns them a habitat on the banks of the Po, while Sudines writes that a tree which produces amber in Liguria is called 'lynx.' Metrodorus also holds the same opinion. Sotacus believes that it flows from crags in Britain called the Electrides. Pytheas speaks of an estuary of the Ocean named Metuonis and extending for 750 miles, the shores of which are inhabited by a German tribe, the Guiones. From here it is a day's sail to the Isle of Abalus, to which, he states, amber is carried in spring by currents, being an excretion consisting of solidified brine. He adds that the inhabitants of the region use it as fuel instead of wood and sell it to the neighbouring Teutones. His belief is shared by Timaeus, who, however, calls the island Basilia. Philemon denies the suggestion that amber gives off a flame. Nicias insists on explaining amber as moisture from the sun's rays, as follows: he maintains that as the sun sets in the west its rays fall more powerfully upon the earth and leave there a thick exudation, which is later cast ashore in Germany by the tides of the Ocean. He mentions that amber is formed similarly in Egypt, where it is called 'sacal,' as well as in India, where the inhabitants find it more agreeable even than frankincense; and that in Syria the women make whorls of it and call it 'harpax,' or 'the snatcher,' because it picks up leaves, straws and the fringes of garments. Theochrestus holds that it is washed up on the capes of the Pyrenees by the Ocean in turmoil, a view which is shared by Xenocrates, the most recent writer on the subject, who is still living. Asarubas records that near the Atlantic is a Lake Cephisis, called by the Moors Electrum, which, when thoroughly heated by the sun, produces from its mud amber that floats upon the surface of its waters. Mnaseas speaks of a district in Africa called Sikyon and of a River Crathis flowing into the Ocean from a lake, on the shores of which live the birds known as Meleager's Daughters or Penelope Birds. Here amber is formed in the manner described above. Theomenes tells us that close to the Greater Syrtes is the Garden of the Hesperides and a pool called Electrum, where there are poplar trees from the tops of which amber falls into the pool, and is gathered by the daughters of Hesperus. Ctesias states that in India there is a River Hypobarus, a name which indicates that it is the bringer of all blessings. It flows from the north into the eastern Ocean near a thickly wooded mountain, the trees of which produce amber. These trees are called 'psitthacorae,' a word which means 'luscious sweetness.' Mithridates writes that off the coast of Carmania there is an island called Serita covered with a kind of cedar, from which amber flows down on to the rocks. Xenocrates asserts that amber in Italy is known not only as 'sucinum,' but also as 'thium'; and in Scythia as 'sacrium,' for there too it is found. He states that others suppose that it is produced from mud in Numidia. But all these authors are surpassed by the tragic poet Sophocles, and this greatly surprises me seeing that his tragedy is so serious and, moreover, his personal reputation in general stands so high, thanks to his noble Athenian lineage, his public achievements and his leadership of an army. Sophocles tells us how amber is formed in the lands beyond India from the tears shed for Meleager by the birds known as Meleager's Daughters. Is it not amazing that he should have held this belief or have hoped to persuade others to accept it? Can one imagine, one wonders, a mind so childish and naive as to believe in birds that weep every year or that shed such large tears or that once migrated from Greece, where Meleager died, to the Indies to mourn for him? Well then, are there not many other equally fabulous stories told by the poets? Yes; but that anyone should seriously tell such a story regarding such a substance as this, a substance that every day of our lives is imported and floods the market and so confutes the liar, is a gross insult to man's intelligence and an insufferable abuse of our freedom to utter falsehoods. "
8652,91aabb13-9580-497c-afb5-8b0b75e52af3,https://topostext.org/place/300740RInd,India,urn:cts:latinLit:phi0978.phi001:37.11.2,30.0,74.0,37,11,2.0,"Here is an opportunity for exposing the falsehoods of the Greeks. I only ask my readers to endure these with patience since it is important for mankind just to know that not all that the Greeks have recounted deserves to be admired. The story how, when Phaethon was struck by the thunderbolt, his sisters through their grief were transformed into poplar trees, and how every year by the banks of the River Eridanus, which we call the Po, they shed tears of amber, known to the Greeks as 'electrum,' since they call the sun 'Elector' or 'the Shining One' — this story has been told by numerous poets, the first of whom, I believe, were Aeschylus, Philoxenus, Euripides, Nicander and Satyrus. Italy provides clear evidence that this story is false. More conscientious Greek writers have mentioned islands in the Adriatic named the Electrides, to which, they say, amber is carried along by the Po. It is quite certain, however, that no islands of this name ever existed there, and indeed that there are no islands so situated as to be within reach of anything carried downstream by the Po. Incidentally, Aeschylus says that the Eridanus is in Iberia — that is, in Spain — and that it is also called the Rhone, while Euripides and Apollonius, for their part, assert that the Rhone and the Po meet on the coast of the Adriatic. But such statements only make it easier to pardon their ignorance of amber when their ignorance of geography is so great. More cautious but equally misguided writers have described how on inaccessible rocks at the head of the Adriatic there stand trees which at the rising of the Dog-star shed this gum. Theophrastus states that amber is dug up in Liguria, while Chares states that Phaethon died in Ethiopia on an island the Greek name of which is the Isle of Ammon, and that here is his shrine and oracle, and here the source of amber. Philemon declares that it is a mineral which is dug up in two regions of Scythia, in one of which it is of a white, waxy colour and is called 'electrum,' while in the other it is tawny and known as 'snaliternicum.' Demonstratus calls amber 'lyncurium,' or 'lynx-urine,' and alleges that it is formed of the urine of the wild beasts known as lynxes, the males producing the kind that is tawny and fiery in colour, and the females, that which is fainter and light in colour. According to him, others call it 'langurium' and state that the beasts, which live in Italy, are 'languri.' Zenothemis calls the same beasts 'langes' and assigns them a habitat on the banks of the Po, while Sudines writes that a tree which produces amber in Liguria is called 'lynx.' Metrodorus also holds the same opinion. Sotacus believes that it flows from crags in Britain called the Electrides. Pytheas speaks of an estuary of the Ocean named Metuonis and extending for 750 miles, the shores of which are inhabited by a German tribe, the Guiones. From here it is a day's sail to the Isle of Abalus, to which, he states, amber is carried in spring by currents, being an excretion consisting of solidified brine. He adds that the inhabitants of the region use it as fuel instead of wood and sell it to the neighbouring Teutones. His belief is shared by Timaeus, who, however, calls the island Basilia. Philemon denies the suggestion that amber gives off a flame. Nicias insists on explaining amber as moisture from the sun's rays, as follows: he maintains that as the sun sets in the west its rays fall more powerfully upon the earth and leave there a thick exudation, which is later cast ashore in Germany by the tides of the Ocean. He mentions that amber is formed similarly in Egypt, where it is called 'sacal,' as well as in India, where the inhabitants find it more agreeable even than frankincense; and that in Syria the women make whorls of it and call it 'harpax,' or 'the snatcher,' because it picks up leaves, straws and the fringes of garments. Theochrestus holds that it is washed up on the capes of the Pyrenees by the Ocean in turmoil, a view which is shared by Xenocrates, the most recent writer on the subject, who is still living. Asarubas records that near the Atlantic is a Lake Cephisis, called by the Moors Electrum, which, when thoroughly heated by the sun, produces from its mud amber that floats upon the surface of its waters. Mnaseas speaks of a district in Africa called Sikyon and of a River Crathis flowing into the Ocean from a lake, on the shores of which live the birds known as Meleager's Daughters or Penelope Birds. Here amber is formed in the manner described above. Theomenes tells us that close to the Greater Syrtes is the Garden of the Hesperides and a pool called Electrum, where there are poplar trees from the tops of which amber falls into the pool, and is gathered by the daughters of Hesperus. Ctesias states that in India there is a River Hypobarus, a name which indicates that it is the bringer of all blessings. It flows from the north into the eastern Ocean near a thickly wooded mountain, the trees of which produce amber. These trees are called 'psitthacorae,' a word which means 'luscious sweetness.' Mithridates writes that off the coast of Carmania there is an island called Serita covered with a kind of cedar, from which amber flows down on to the rocks. Xenocrates asserts that amber in Italy is known not only as 'sucinum,' but also as 'thium'; and in Scythia as 'sacrium,' for there too it is found. He states that others suppose that it is produced from mud in Numidia. But all these authors are surpassed by the tragic poet Sophocles, and this greatly surprises me seeing that his tragedy is so serious and, moreover, his personal reputation in general stands so high, thanks to his noble Athenian lineage, his public achievements and his leadership of an army. Sophocles tells us how amber is formed in the lands beyond India from the tears shed for Meleager by the birds known as Meleager's Daughters. Is it not amazing that he should have held this belief or have hoped to persuade others to accept it? Can one imagine, one wonders, a mind so childish and naive as to believe in birds that weep every year or that shed such large tears or that once migrated from Greece, where Meleager died, to the Indies to mourn for him? Well then, are there not many other equally fabulous stories told by the poets? Yes; but that anyone should seriously tell such a story regarding such a substance as this, a substance that every day of our lives is imported and floods the market and so confutes the liar, is a gross insult to man's intelligence and an insufferable abuse of our freedom to utter falsehoods. "
